date,symbol,exchange,company_name,stock_price_close,option_symbol,option_expiration,strike,call_put,style,ask,bid,mean_price,settlement,volume,open_interest,stock_price_for_iv
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00119000,11/15/2019,119.000,P,A,0.020,0.010,0.015,0.000,0,1867,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00120000,11/15/2019,120.000,C,A,31.570,31.440,31.505,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00120000,11/15/2019,120.000,P,A,0.030,0.020,0.025,0.000,19,10593,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00121000,11/15/2019,121.000,C,A,30.570,30.440,30.505,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00121000,11/15/2019,121.000,P,A,0.030,0.020,0.025,0.000,1,606,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00122000,11/15/2019,122.000,C,A,29.580,29.450,29.515,0.000,0,11,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00122000,11/15/2019,122.000,P,A,0.030,0.020,0.025,0.000,0,285,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00123000,11/15/2019,123.000,C,A,28.580,28.450,28.515,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00123000,11/15/2019,123.000,P,A,0.040,0.030,0.035,0.000,10,79,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00124000,11/15/2019,124.000,C,A,27.590,27.460,27.525,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00124000,11/15/2019,124.000,P,A,0.040,0.030,0.035,0.000,13,550,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00125000,11/15/2019,125.000,C,A,26.590,26.460,26.525,0.000,0,4,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00125000,11/15/2019,125.000,P,A,0.050,0.040,0.045,0.000,19,28140,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00126000,11/15/2019,126.000,C,A,25.600,25.470,25.535,0.000,0,1,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00126000,11/15/2019,126.000,P,A,0.050,0.040,0.045,0.000,6,73,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00127000,11/15/2019,127.000,C,A,24.610,24.480,24.545,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00127000,11/15/2019,127.000,P,A,0.060,0.050,0.055,0.000,10,1180,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00128000,11/15/2019,128.000,C,A,23.620,23.500,23.560,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00128000,11/15/2019,128.000,P,A,0.070,0.060,0.065,0.000,19,1022,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00129000,11/15/2019,129.000,C,A,22.630,22.510,22.570,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00129000,11/15/2019,129.000,P,A,0.080,0.070,0.075,0.000,10,547,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00130000,11/15/2019,130.000,C,A,21.650,21.530,21.590,0.000,0,30,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00130000,11/15/2019,130.000,P,A,0.090,0.080,0.085,0.000,5076,26007,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00131000,11/15/2019,131.000,C,A,20.660,20.550,20.605,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00131000,11/15/2019,131.000,P,A,0.110,0.100,0.105,0.000,827,2180,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00132000,11/15/2019,132.000,C,A,19.690,19.570,19.630,0.000,0,2,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00132000,11/15/2019,132.000,P,A,0.130,0.120,0.125,0.000,77,8990,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00133000,11/15/2019,133.000,C,A,18.710,18.580,18.645,0.000,0,20,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00133000,11/15/2019,133.000,P,A,0.160,0.140,0.150,0.000,87,2282,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00134000,11/15/2019,134.000,C,A,17.740,17.610,17.675,0.000,0,88,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00134000,11/15/2019,134.000,P,A,0.180,0.170,0.175,0.000,55,5998,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00135000,11/15/2019,135.000,C,A,16.780,16.660,16.720,0.000,0,69,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00135000,11/15/2019,135.000,P,A,0.220,0.210,0.215,0.000,260,47796,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00136000,11/15/2019,136.000,C,A,15.820,15.710,15.765,0.000,0,101,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00136000,11/15/2019,136.000,P,A,0.260,0.240,0.250,0.000,235,18090,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00137000,11/15/2019,137.000,C,A,14.860,14.760,14.810,0.000,1,17,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00137000,11/15/2019,137.000,P,A,0.300,0.290,0.295,0.000,393,35801,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00138000,11/15/2019,138.000,C,A,13.930,13.810,13.870,0.000,10,45,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00138000,11/15/2019,138.000,P,A,0.360,0.340,0.350,0.000,153,4398,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00139000,11/15/2019,139.000,C,A,12.990,12.890,12.940,0.000,0,41,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00139000,11/15/2019,139.000,P,A,0.420,0.410,0.415,0.000,129,6556,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00140000,11/15/2019,140.000,C,A,12.070,11.970,12.020,0.000,5,71,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00140000,11/15/2019,140.000,P,A,0.500,0.480,0.490,0.000,9390,31391,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00141000,11/15/2019,141.000,C,A,11.160,11.060,11.110,0.000,3,110,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00141000,11/15/2019,141.000,P,A,0.590,0.570,0.580,0.000,513,28425,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00142000,11/15/2019,142.000,C,A,10.260,10.170,10.215,0.000,0,102,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00142000,11/15/2019,142.000,P,A,0.690,0.670,0.680,0.000,1349,16183,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00143000,11/15/2019,143.000,C,A,9.380,9.290,9.335,0.000,66,379,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00143000,11/15/2019,143.000,P,A,0.810,0.790,0.800,0.000,751,20533,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00144000,11/15/2019,144.000,C,A,8.510,8.420,8.465,0.000,10,726,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00144000,11/15/2019,144.000,P,A,0.950,0.930,0.940,0.000,2607,15910,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00145000,11/15/2019,145.000,C,A,7.670,7.590,7.630,0.000,35,1637,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00145000,11/15/2019,145.000,P,A,1.100,1.090,1.095,0.000,16312,69129,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00146000,11/15/2019,146.000,C,A,6.840,6.780,6.810,0.000,22,1394,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00146000,11/15/2019,146.000,P,A,1.290,1.270,1.280,0.000,2858,22102,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00147000,11/15/2019,147.000,C,A,6.050,6.000,6.025,0.000,47,2461,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00147000,11/15/2019,147.000,P,A,1.490,1.470,1.480,0.000,4797,20790,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00148000,11/15/2019,148.000,C,A,5.290,5.240,5.265,0.000,7907,5322,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00148000,11/15/2019,148.000,P,A,1.730,1.710,1.720,0.000,9006,17008,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00149000,11/15/2019,149.000,C,A,4.560,4.510,4.535,0.000,284,2165,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00149000,11/15/2019,149.000,P,A,2.000,1.980,1.990,0.000,429,7755,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00150000,11/15/2019,150.000,C,A,3.860,3.830,3.845,0.000,2967,16531,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00150000,11/15/2019,150.000,P,A,2.310,2.300,2.305,0.000,789,37375,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00151000,11/15/2019,151.000,C,A,3.210,3.190,3.200,0.000,3412,5467,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00151000,11/15/2019,151.000,P,A,2.670,2.660,2.665,0.000,3643,6976,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00152000,11/15/2019,152.000,C,A,2.610,2.600,2.605,0.000,1072,5249,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00152000,11/15/2019,152.000,P,A,3.090,3.060,3.075,0.000,713,6305,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00153000,11/15/2019,153.000,C,A,2.090,2.070,2.080,0.000,1353,13973,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00153000,11/15/2019,153.000,P,A,3.570,3.530,3.550,0.000,464,2939,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00154000,11/15/2019,154.000,C,A,1.620,1.610,1.615,0.000,1644,15208,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00154000,11/15/2019,154.000,P,A,4.110,4.040,4.075,0.000,248,3102,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00155000,11/15/2019,155.000,C,A,1.230,1.210,1.220,0.000,739,19087,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00155000,11/15/2019,155.000,P,A,4.730,4.670,4.700,0.000,14,5942,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00156000,11/15/2019,156.000,C,A,0.910,0.890,0.900,0.000,3358,14028,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00156000,11/15/2019,156.000,P,A,5.420,5.350,5.385,0.000,25,8921,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00157000,11/15/2019,157.000,C,A,0.660,0.640,0.650,0.000,8511,23260,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00157000,11/15/2019,157.000,P,A,6.180,6.090,6.135,0.000,13,9159,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00158000,11/15/2019,158.000,C,A,0.460,0.450,0.455,0.000,275,7272,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00158000,11/15/2019,158.000,P,A,7.000,6.900,6.950,0.000,38,5938,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00159000,11/15/2019,159.000,C,A,0.320,0.310,0.315,0.000,262,2518,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00159000,11/15/2019,159.000,P,A,7.890,7.770,7.830,0.000,0,645,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00160000,11/15/2019,160.000,C,A,0.220,0.210,0.215,0.000,548,10903,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00160000,11/15/2019,160.000,P,A,8.810,8.690,8.750,0.000,0,588,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00161000,11/15/2019,161.000,C,A,0.150,0.140,0.145,0.000,76,3869,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00161000,11/15/2019,161.000,P,A,9.760,9.650,9.705,0.000,3,34,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00162000,11/15/2019,162.000,C,A,0.100,0.090,0.095,0.000,312,16230,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00162000,11/15/2019,162.000,P,A,10.740,10.620,10.680,0.000,0,92,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00163000,11/15/2019,163.000,C,A,0.080,0.070,0.075,0.000,65,3134,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00163000,11/15/2019,163.000,P,A,11.740,11.620,11.680,0.000,1,2,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00164000,11/15/2019,164.000,C,A,0.060,0.050,0.055,0.000,91,3731,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00164000,11/15/2019,164.000,P,A,12.740,12.620,12.680,0.000,0,4,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00165000,11/15/2019,165.000,C,A,0.050,0.040,0.045,0.000,185,29267,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00165000,11/15/2019,165.000,P,A,13.740,13.620,13.680,0.000,0,21,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00166000,11/15/2019,166.000,C,A,0.040,0.030,0.035,0.000,36,18169,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00166000,11/15/2019,166.000,P,A,14.740,14.620,14.680,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00167000,11/15/2019,167.000,C,A,0.030,0.020,0.025,0.000,24,20382,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00167000,11/15/2019,167.000,P,A,15.750,15.620,15.685,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00168000,11/15/2019,168.000,C,A,0.030,0.020,0.025,0.000,27,1999,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00168000,11/15/2019,168.000,P,A,16.750,16.620,16.685,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00169000,11/15/2019,169.000,C,A,0.020,0.010,0.015,0.000,32,1246,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00169000,11/15/2019,169.000,P,A,17.740,17.620,17.680,0.000,0,3,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00170000,11/15/2019,170.000,C,A,0.020,0.010,0.015,0.000,18,14850,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00170000,11/15/2019,170.000,P,A,18.740,18.620,18.680,0.000,0,10,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00171000,11/15/2019,171.000,C,A,0.020,0.010,0.015,0.000,11,1240,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00171000,11/15/2019,171.000,P,A,19.740,19.620,19.680,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00172000,11/15/2019,172.000,C,A,0.020,0.010,0.015,0.000,23,2113,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00172000,11/15/2019,172.000,P,A,20.740,20.620,20.680,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00173000,11/15/2019,173.000,C,A,0.020,0.010,0.015,0.000,6,2744,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00173000,11/15/2019,173.000,P,A,21.750,21.620,21.685,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00174000,11/15/2019,174.000,C,A,0.020,0.010,0.015,0.000,5,447,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00174000,11/15/2019,174.000,P,A,22.740,22.620,22.680,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00175000,11/15/2019,175.000,C,A,0.010,0.000,0.000,0.000,4,2705,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00175000,11/15/2019,175.000,P,A,23.740,23.620,23.680,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00180000,11/15/2019,180.000,C,A,0.010,0.000,0.000,0.000,0,15125,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00180000,11/15/2019,180.000,P,A,28.750,28.620,28.685,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00185000,11/15/2019,185.000,C,A,0.010,0.000,0.000,0.000,0,14,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00185000,11/15/2019,185.000,P,A,33.750,33.620,33.685,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00190000,11/15/2019,190.000,C,A,0.010,0.000,0.000,0.000,0,43,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00190000,11/15/2019,190.000,P,A,38.750,38.620,38.685,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00195000,11/15/2019,195.000,C,A,0.010,0.000,0.000,0.000,0,19,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00195000,11/15/2019,195.000,P,A,43.750,43.620,43.685,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00200000,11/15/2019,200.000,C,A,0.010,0.000,0.000,0.000,0,23,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00200000,11/15/2019,200.000,P,A,48.740,48.620,48.680,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00205000,11/15/2019,205.000,C,A,0.010,0.000,0.000,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00205000,11/15/2019,205.000,P,A,53.740,53.620,53.680,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00210000,11/15/2019,210.000,C,A,0.010,0.000,0.000,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00210000,11/15/2019,210.000,P,A,58.750,58.620,58.685,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00215000,11/15/2019,215.000,C,A,0.010,0.000,0.000,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00215000,11/15/2019,215.000,P,A,63.750,63.620,63.685,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00220000,11/15/2019,220.000,C,A,0.010,0.000,0.000,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00220000,11/15/2019,220.000,P,A,68.750,68.620,68.685,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115C00225000,11/15/2019,225.000,C,A,0.010,0.000,0.000,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191115P00225000,11/15/2019,225.000,P,A,73.750,73.620,73.685,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122C00115000,11/22/2019,115.000,C,A,36.640,36.410,36.525,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122P00115000,11/22/2019,115.000,P,A,0.030,0.010,0.020,0.000,10,32,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122C00120000,11/22/2019,120.000,C,A,31.670,31.440,31.555,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122P00120000,11/22/2019,120.000,P,A,0.040,0.030,0.035,0.000,14,31,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122C00125000,11/22/2019,125.000,C,A,26.710,26.500,26.605,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122P00125000,11/22/2019,125.000,P,A,0.070,0.060,0.065,0.000,8,35,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122C00130000,11/22/2019,130.000,C,A,21.790,21.600,21.695,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122P00130000,11/22/2019,130.000,P,A,0.150,0.140,0.145,0.000,11,433,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122C00131000,11/22/2019,131.000,C,A,20.820,20.630,20.725,0.000,0,3,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122P00131000,11/22/2019,131.000,P,A,0.170,0.160,0.165,0.000,1,95,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122C00132000,11/22/2019,132.000,C,A,19.850,19.660,19.755,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122P00132000,11/22/2019,132.000,P,A,0.200,0.190,0.195,0.000,1,27,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122C00133000,11/22/2019,133.000,C,A,18.880,18.680,18.780,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122P00133000,11/22/2019,133.000,P,A,0.240,0.220,0.230,0.000,0,43,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122C00134000,11/22/2019,134.000,C,A,17.920,17.730,17.825,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122P00134000,11/22/2019,134.000,P,A,0.280,0.260,0.270,0.000,25,93,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122C00135000,11/22/2019,135.000,C,A,16.970,16.780,16.875,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122P00135000,11/22/2019,135.000,P,A,0.320,0.300,0.310,0.000,33,350,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122C00136000,11/22/2019,136.000,C,A,16.020,15.850,15.935,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122P00136000,11/22/2019,136.000,P,A,0.380,0.360,0.370,0.000,30,75,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122C00137000,11/22/2019,137.000,C,A,15.090,14.920,15.005,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122P00137000,11/22/2019,137.000,P,A,0.440,0.420,0.430,0.000,3,81,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122C00138000,11/22/2019,138.000,C,A,14.160,14.000,14.080,0.000,0,26,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122P00138000,11/22/2019,138.000,P,A,0.510,0.490,0.500,0.000,10,66,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122C00139000,11/22/2019,139.000,C,A,13.240,13.080,13.160,0.000,0,0,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122P00139000,11/22/2019,139.000,P,A,0.590,0.570,0.580,0.000,447,104,151.320
10/15/2019,IWM,NYSEArca,iShares Russell 2000 ETF,151.390,IWM   191122C00139500,11/22/2019,139.500,C,A,12.780,12.630,12.705,0.000,0,0,151.320
